Year,CensusCode,TotalEst,CensusCode2,Name,Unsheltered,Sheltered,Total
2019,910301a,0,910301a,Quartz Hill,0,0,
2019,119001,12,119001,Arleta,12,0,
2019,197420,0,197420,Echo Park,0,0,
2019,276500,0,276500,Westchester/Playa,3,9,
2019,277200,0,277200,Westchester/Playa,12,0,
2019,310601a,0,310601a,Burbank,0,12,
2019,431100b,0,431100b,Monrovia,12,0,
2019,535702,0,535702,South Gate,0,0,
2019,542602,0,542602,Compton,0,0,
2019,543304b,0,543304b,Carson,0,0,
2019,553701,0,553701,Paramount,0,0,
2019,554404,0,554404,Bellflower,0,0,
2019,603704b,0,603704b,Alondra Park,0,0,
2019,700300a,0,700300a,Beverly Grove,0,0,
2019,102105a,11.9,102105a,Sun Valley,11.9,0,
2019,102105b,0,102105b,Sun Valley,0,0,
2019,125320,0,125320,North Hollywood,0,0,
2019,125402b,0,125402b,North Hollywood,0,0,
2019,267502a,0,267502a,West Los Angeles,0,0,
2019,910602,0,910602,Palmdale,0,0,
2019,800406d,11.8999999999999,800406d,Malibu,11.8999999999999,0,
2019,211202,11.8,211202,Koreatown,11.8,0,
2019,228100b,0,228100b,Central-Alameda,0,0,
2019,271702b,0,271702b,Palms,0,0,
2019,536103,0,536103,South Gate,0,0,
2019,208902b,11.7,208902b,Westlake,11.7,0,
2019,267800a,0,267800a,West Los Angeles,0,0,
2019,272201b,0,272201b,Mar Vista,0,0,
2019,401602b,0,401602b,La Verne,0,0,
2019,405600b,0,405600b,West Covina,0,0,
2019,542502,0,542502,Compton,0,0,
2019,552400,0,552400,Norwalk,0,0,
2019,701402c,0,701402c,Santa Monica,0,0,
2019,910813e,0,910813e,Agua Dulce,0,0,
2019,134306,11.6,134306,Canoga Park,11.6,0,
2019,228600,0,228600,South Park,8.6,3,
2019,404402a,0,404402a,Azusa,11.6,0,
2019,117201,11.5,117201,North Hills,11.5,0,
2019,119800,0,119800,Arleta,0,0,
2019,221302a,0,221302a,Arlington Heights,0,0,
2019,272302a,0,272302a,Mar Vista,0,0,
2019,531902b,0,531902b,East Los Angeles,0,0,
2019,535001b,0,535001b,Florence-Firestone,0,0,
2019,185202a,11.4,185202a,Mount Washington,11.4,0,
2019,269904a,0,269904a,Palms,0,0,
2019,500100a,0,500100a,La Habra Heights,0,0,
2019,550800b,0,550800b,Downey,0,0,
2019,910502b,11.3999999999999,910502b,Palmdale,11.3999999999999,0,
2019,101400a,11.3,101400a,Tujunga,11.3,0,
2019,109200,0,109200,Granada Hills,0,0,
2019,111400a,0,111400a,Granada Hills,0,0,
2019,117202,0,117202,North Hills,0,0,
2019,208000b,0,208000b,Westlake,0,0,
2019,211120c,0,211120c,Westlake,0,0,
2019,269100,0,269100,South Robertson,0,0,
2019,139504,11.2,139504,Encino,11.2,0,
2019,234200b,0,234200b,Leimert Park,0,0,
2019,235201,0,235201,Hyde Park,5.2,6,
2019,531800a,0,531800a,East Los Angeles,11.2,0,
2019,532302b,0,532302b,Commerce,0,0,
2019,540501,0,540501,Lynwood,0,0,
2019,603400,0,603400,Gardena,0,0,
2019,128500a,11.1,128500a,Sherman Oaks,11.1,0,
2019,185100b,0,185100b,Mount Washington,0,0,
2019,218220,0,218220,Mid-City,0,0,
2019,533107,0,533107,Huntington Park,0,0,
2019,541200a,0,541200a,Willowbrook,0,0,
2019,900704a,0,900704a,Lancaster,0,0,
2019,930401,0,930401,Woodland Hills,0,0,
2019,134002a,11,134002a,Winnetka,11,0,
2019,209200b,0,209200b,Westlake,0,0,
2019,211120b,0,211120b,Koreatown,0,0,
2019,269905b,0,269905b,Culver City,0,0,
2019,294810b,0,294810b,Wilmington,0,0,
2019,404401,0,404401,Azusa,0,0,
2019,408401,0,408401,Hacienda Heights,0,0,
2019,430101b,0,430101b,Duarte,0,0,
2019,531202a,0,531202a,East Los Angeles,0,0,
2019,535002a,0,535002a,Florence-Firestone,0,0,
2019,601401a,0,601401a,Inglewood,0,0,
2019,701701b,0,701701b,Santa Monica,0,0,
2019,920042b,0,920042b,Santa Clarita,0,0,
2019,137401a,10.9,137401a,Woodland Hills,10.9,0,
2019,189902a,0,189902a,Hollywood,0,0,
2019,192610a,0,192610a,East Hollywood,0,0,
2019,221303a,0,221303a,Harvard Heights,0,0,
2019,228710b,0,228710b,Central-Alameda,0,0,
2019,602200a,0,602200a,Del Aire,0,0,
2019,189101a,10.8,189101a,Los Feliz,10.8,0,
2019,270200b,0,270200b,Mid-City,0,0,
2019,407701,0,407701,La Puente,0,0,
2019,543905b,0,543905b,Carson,0,0,
2019,552602,0,552602,Norwalk,0,0,
2019,621400,0,621400,Redondo Beach,0,0,
2019,900201d,0,900201d,Northeast Antelope Valley,0,0,
2019,980010p,0,980010p,Elysian Park,0,0,
2019,119700a,10.7,119700a,Arleta,10.7,0,
2019,123205b,0,123205b,North Hollywood,0,0,
2019,127103,0,127103,Van Nuys,0,0,
2019,134001a,0,134001a,Canoga Park,0,0,
2019,211410b,0,211410b,Koreatown,0,0,
2019,402801a,0,402801a,Pomona,0,0,
2019,402903,0,402903,Pomona,0,0,
2019,403000b,0,403000b,Pomona,0,0,
2019,542402,0,542402,Compton,0,0,
2019,910601b,0,910601b,Palmdale,0,0,
2019,192001,10.6,192001,Fairfax,10.6,0,
2019,208710,0,208710,Westlake,0,0,
2019,401902b,0,401902b,Claremont,1.6,9,
2019,404600a,0,404600a,Irwindale,10.6,0,
2019,119400,10.5,119400,Arleta,10.5,0,
2019,134303b,0,134303b,Canoga Park,0,0,
2019,310602,0,310602,Burbank,0,0,
2019,320300a,0,320300a,San Fernando,0,0,
2019,482102,0,482102,Monterey Park,0,0,
2019,920312a,0,920312a,Santa Clarita,0,0,
2019,186201a,10.4,186201a,Eagle Rock,10.4,0,
2019,237101,0,237101,Vermont-Slauson,0,0,
2019,237720a,0,237720a,Vermont Knolls,0,0,
2019,403401b,0,403401b,Walnut,0,0,
2019,554001,0,554001,Bellflower,0,0,
2019,920336a,0,920336a,Santa Clarita,0,0,
2019,231720a,10.3999999999999,231720a,Vermont Square,10.3999999999999,0,
2019,131400,10.3,131400,Reseda,10.3,0,
2019,195720a,0,195720a,Echo Park,0,0,
2019,228210c,0,228210c,Central-Alameda,0,0,
2019,234800,0,234800,Hyde Park,0,0,
2019,600702b,0,600702b,Inglewood,0,0,
2019,119202b,10.2,119202b,Arleta,10.2,0,
2019,199400a,0,199400a,Highland Park,0,0,
2019,204810,0,204810,Boyle Heights,0,0,
2019,231500,0,231500,Vermont Square,0,0,
2019,237500a,0,237500a,Vermont-Slauson,0,0,
2019,532900a,0,532900a,Florence-Firestone,0,0,
2019,532900b,0,532900b,Florence-Firestone,0,0,
2019,900103a,0,900103a,Northeast Antelope Valley,0,0,
2019,900602b,0,900602b,Lancaster,0,0,
2019,106520a,10.1,106520a,Sylmar,10.1,0,
2019,123203a,0,123203a,North Hollywood,0,0,
2019,275200b,0,275200b,Del Rey,0,0,
2019,189400b,10,189400b,Hollywood Hills,0,10,
2019,204410a,0,204410a,Boyle Heights,10,0,
2019,275101,0,275101,Del Rey,0,0,
2019,482402a,0,482402a,South San Gabriel,0,10,
2019,603102,0,603102,Gardena,10,0,
2019,603702a,0,603702a,Hawthorne,0,0,
2019,621324b,0,621324b,Redondo Beach,0,0,
2019,651001a,0,651001a,Torrance,0,10,
2019,701801cfwyN,0,701801cfwyN,Santa Monica,10,0,
2019,701802afwyN,0,701802afwyN,Santa Monica,0,0,
2019,701902Tongva,0,701902Tongva,Santa Monica,0,0,
2019,127220,9.9,127220,Van Nuys,9.9,0,
2019,208501a,0,208501a,Westlake,0,0,
2019,402102b,0,402102b,Pomona,0,0,
2019,404703b,0,404703b,Baldwin Park,0,0,
2019,406000a,0,406000a,Covina,0,0,
2019,533602,0,533602,Bell,0,0,
2019,550400,0,550400,Downey,0,0,
2019,553802a,0,553802a,Paramount,0,0,
2019,104124b,9.8,104124b,Lake View Terrace,9.8,0,
2019,131800,0,131800,Reseda,0,0,
2019,187200c,0,187200c,Elysian Valley,0,0,
2019,199400c,0,199400c,Montecito Heights,0,0,
2019,221120a,0,221120a,Pico-Union,0,0,
2019,224310a,0,224310a,Pico-Union,0,0,
2019,533203,0,533203,Huntington Park,0,0,
2019,651304a,0,651304a,Torrance,0,0,
2019,185203b,9.79999999999999,185203b,Cypress Park,9.79999999999999,0,
2019,226420c,0,226420c,Historic South-Central,0,0,
2019,407002d,0,407002d,Baldwin Park,0,0,
2019,119002b,9.7,119002b,Arleta,9.7,0,
2019,135201a,0,135201a,West Hills,0,0,
2019,139401,0,139401,Tarzana,0,0,
2019,294110,0,294110,Wilmington,0,0,
2019,404202b,0,404202b,Azusa,0,0,
2019,554512b,0,554512b,Cerritos,0,0,
2019,603101,0,603101,Gardena,0,0,
2019,800408b,0,800408b,Malibu,0,0,
2019,900703a,0,900703a,Lancaster,5.7,4,
2019,980001,0,980001,Burbank,9.7,0,
2019,980013a,0,980013a,El Segundo,0,0,
2019,113232,9.6,113232,West Hills,9.6,0,
2019,217002,0,217002,South Robertson,0,0,
2019,271902,0,271902,Mar Vista,0,0,
2019,500600,0,500600,Pico Rivera,0,0,
2019,701602a,0,701602a,Santa Monica,0,0,
2019,120030,9.5,120030,Panorama City,9.5,0,
2019,408211a,0,408211a,Rowland Heights,0,0,
2019,534203a,0,534203a,Bell Gardens,0,0,
2019,701802c,0,701802c,Santa Monica,0,0,
2019,103102a,9.4,103102a,Tujunga,9.4,0,
2019,197700b,0,197700b,Elysian Park,0,0,
2019,214902b,0,214902b,Beverly Grove,0,0,
2019,553801,0,553801,Paramount,0,0,
2019,920322,0,920322,Santa Clarita,1.4,8,
2019,117404a,9.3,117404a,North Hills,9.3,0,
2019,120106,0,120106,Panorama City,0,0,
2019,209300c,0,209300c,Westlake,0,0,
2019,214000,0,214000,Fairfax,0,0,
2019,402406,0,402406,Pomona,0,0,
2019,430803b,0,430803b,Arcadia,0,0,
2019,502700b,0,502700b,Santa Fe Springs,0,0,
2019,534101a,0,534101a,Bell,0,0,
2019,123020a,9.2,123020a,Sun Valley,9.2,0,
2019,128303,0,128303,Van Nuys,0,0,
2019,228310b,0,228310b,Historic South-Central,0,0,
2019,275500a,0,275500a,Del Rey,0,0,
2019,930200b,0,930200b,Santa Clarita,0,0,
2019,137501a,9.1,137501a,Woodland Hills,9.1,0,
2019,228210b,0,228210b,Central-Alameda,0,0,
2019,262604a,0,262604a,Pacific Palisades,0,0,
2019,294410b,0,294410b,Harbor City,0,0,
2019,297500b,0,297500b,San Pedro,0,0,
2019,432700b,0,432700b,El Monte,0,0,
2019,530500,0,530500,East Los Angeles,0,0,
2019,533703a,0,533703a,Maywood,0,0,
2019,910606,0,910606,Palmdale,0,0,
2019,911001j,0,911001j,Littlerock,0,0,
2019,113213,9,113213,Chatsworth,9,0,
2019,120020,0,120020,Panorama City,0,0,
2019,294302,0,294302,Wilmington,0,0,
2019,404301,0,404301,Azusa,0,0,
2019,500404,0,500404,Pico Rivera,0,0,
2019,542106b,0,542106b,Paramount,0,0,
2019,600100,0,600100,Westmont/West Athens,0,0,
2019,601501b,0,601501b,Lennox,0,0,
2019,123902b,8.9,123902b,Valley Glen,8.9,0,
2019,139302b,0,139302b,Tarzana,0,0,
2019,212410,0,212410,Koreatown,0,0,
2019,213100b,0,213100b,Koreatown,0,0,
2019,310702b,0,310702b,Burbank,0,0,
2019,402303,0,402303,Pomona,0,0,
2019,430002b,0,430002b,Duarte,0,0,
2019,432801b,0,432801b,El Monte,0,0,
2019,543306b,0,543306b,Carson,0,0,
2019,208620a,8.8,208620a,Westlake,8.8,0,
2019,214400a,0,214400a,Fairfax,0,0,
2019,228710a,0,228710a,Central-Alameda,0,0,
2019,402902b,0,402902b,Pomona,0,0,
2019,405002a,0,405002a,Baldwin Park,0,0,
2019,502601a,0,502601a,Pico Rivera,0,0,
2019,701502a,0,701502a,Santa Monica,0,0,
2019,701801c,0,701801c,Santa Monica,0,0,
2019,109400,8.7,109400,Mission Hills,8.7,0,
2019,125402a,0,125402a,North Hollywood,0,0,
2019,128601b,0,128601b,Valley Glen,0,0,
2019,203200a,0,203200a,Boyle Heights,0,0,
2019,208620d,0,208620d,Westlake,0,0,
2019,213310a,0,213310a,Koreatown,0,0,
2019,293304a,0,293304a,Harbor City,0,0,
2019,533103b,0,533103b,Huntington Park,0,0,
2019,533202,0,533202,Huntington Park,0,0,
2019,555104a,0,555104a,Lakewood,0,0,
2019,601801a,0,601801a,Lennox,0,0,
2019,910402,0,910402,Palmdale,0,0,
2019,124102b,8.6,124102b,North Hollywood,8.6,0,
2019,211921,0,211921,Koreatown,0,0,
2019,221110a,0,221110a,Pico-Union,0,0,
2019,480802a,0,480802a,Alhambra,0,0,
2019,531902a,0,531902a,Montebello,0,0,
2019,603801a,0,603801a,Lawndale,0,0,
2019,603801b,0,603801b,Lawndale,0,0,
2019,121101a,8.5,121101a,Sun Valley,8.5,0,
2019,183402b,0,183402b,Eagle Rock,0,0,
2019,195802a,0,195802a,Westlake,0,0,
2019,218120a,0,218120a,Arlington Heights,0,0,
2019,221302b,0,221302b,Harvard Heights,0,0,
2019,231300,0,231300,Exposition Park,0,0,
2019,232300b,0,232300b,Vermont Square,0,0,
2019,264302,0,264302,Brentwood,0,0,
2019,265301,0,265301,Westwood,0,0,
2019,267200a,0,267200a,West Los Angeles,0,0,
2019,124204,8.4,124204,North Hollywood,8.4,0,
2019,134001b,0,134001b,Canoga Park,0,0,
2019,141400a,0,141400a,Encino,0,0,
2019,208904b,0,208904b,Westlake,0,0,
2019,241202b,0,241202b,Vermont Vista,0,0,
2019,269601a,0,269601a,Mid-City,0,0,
2019,271600a,0,271600a,Mar Vista,0,0,
2019,293201,0,293201,Harbor Gateway North and South,0,0,
2019,310703,0,310703,Burbank,0,0,
2019,800406a,0,800406a,Unincorporated Santa Monica Mountains,0,0,
2019,920112b,0,920112b,Santa Clarita,0,0,
2019,271901b,8.39999999999999,271901b,Mar Vista,8.39999999999999,0,
2019,204410b,8.3,204410b,Boyle Heights,8.3,0,
2019,406102b,0,406102b,Covina,0,0,
2019,551000a,0,551000a,Downey,0,0,
2019,650901b,0,650901b,Torrance,0,0,
2019,900102g,0,900102g,Northeast Antelope Valley,0,0,
2019,920115b,0,920115b,Santa Clarita,0,0,
2019,104103,8.2,104103,Lake View Terrace,8.2,0,
2019,115202b,0,115202b,Northridge,0,0,
2019,133100a,0,133100a,Tarzana,0,0,
2019,208802b,0,208802b,Westlake,0,0,
2019,236202a,0,236202a,Baldwin Hills/Crenshaw,0,0,
2019,403406,0,403406,Walnut,0,0,
2019,431400d,0,431400d,Monrovia,0,0,
2019,553702,0,553702,Paramount,0,0,
2019,920107a,0,920107a,Santa Clarita,0,0,
2019,191301a,8.1,191301a,Silver Lake,8.1,0,
2019,201504,0,201504,El Sereno,0,0,
2019,212203b,0,212203b,Koreatown,0,0,
2019,237102a,0,237102a,Vermont-Slauson,0,0,
2019,503902b,0,503902b,La Mirada,0,0,
2019,910603b,0,910603b,Palmdale,0,0,
2019,104124a,8,104124a,Lake View Terrace,2,6,
2019,106406a,0,106406a,Sylmar,8,0,
2019,183701b,0,183701b,Highland Park,0,0,
2019,183702,0,183702,Montecito Heights,0,0,
2019,224020d,0,224020d,Historic South-Central,0,0,
2019,226410b,0,226410b,Historic South-Central,0,0,
2019,241110a,0,241110a,Broadway-Manchester,0,0,
2019,402304,0,402304,Pomona,0,0,
2019,433200b,0,433200b,El Monte,0,0,
2019,540202,0,540202,Lynwood,0,0,
2019,601001,0,601001,Inglewood,0,0,
2019,620522,0,620522,Redondo Beach,0,0,
2019,620702b,0,620702b,Redondo Beach,0,0,
2019,700300b,0,700300b,West Hollywood,0,0,
2019,702202b,0,702202b,Santa Monica,0,0,
2019,910707b,0,910707b,Palmdale,0,0,
2019,186403b,7.9,186403b,Glassell Park,7.9,0,
2019,219700a,0,219700a,West Adams,0,0,
2019,241120b,0,241120b,Broadway-Manchester,0,0,
2019,406102a,0,406102a,Covina,0,0,
2019,555002b,0,555002b,Lakewood,0,0,
2019,620305c,0,620305c,Manhattan Beach,0,0,
2019,121801,7.8,121801,Sun Valley,7.8,0,
2019,143100,0,143100,Toluca Lake,0,0,
2019,234901a,0,234901a,Hyde Park,0,0,
2019,920043b,0,920043b,Santa Clarita,0,0,
2019,141304,7.7,141304,Sherman Oaks,7.7,0,
2019,189500a,0,189500a,Hollywood Hills,0,0,
2019,190201b,0,190201b,Hollywood,0,0,
2019,194401a,0,194401a,Beverly Grove,0,0,
2019,430801b,0,430801b,Arcadia,0,0,
2019,531202b,0,531202b,East Los Angeles,0,0,
2019,533403,0,533403,Maywood,0,0,
2019,535605,0,535605,South Gate,0,0,
2019,535803,0,535803,South Gate,0,0,
2019,540502b,0,540502b,Lynwood,0,0,
2019,602900a,0,602900a,Gardena,0,0,
2019,621326a,0,621326a,Redondo Beach,0,0,
2019,101300a,7.6,101300a,Tujunga,7.6,0,
2019,106406b,0,106406b,Sylmar,0,0,
2019,115301b,0,115301b,Northridge,0,0,
2019,128910b,0,128910b,Sherman Oaks,0,0,
2019,191120a,0,191120a,East Hollywood,0,0,
2019,212620b,0,212620b,Koreatown,0,0,
2019,267902,0,267902,West Los Angeles,0,0,
2019,310702a,0,310702a,Burbank,0,0,
2019,910202a,0,910202a,Lancaster,0,0,
2019,186100a,7.5,186100a,Glassell Park,7.5,0,
2019,407002b,0,407002b,Industry,0,0,
2019,408623,0,408623,Hacienda Heights,0,0,
2019,482701a,0,482701a,Monterey Park,0,0,
2019,111301a,7.4,111301a,Granada Hills,7.4,0,
2019,218702a,0,218702a,West Adams,0,0,
2019,431200c,0,431200c,Mayflower Village,0,0,
2019,433501b,0,433501b,South El Monte,0,0,
2019,501804,0,501804,Whittier,0,0,
2019,504101,0,504101,La Mirada,0,0,
2019,543501b,0,543501b,Carson,0,0,
2019,554700,0,554700,Norwalk,0,0,
2019,603006,0,603006,Gardena,0,0,
2019,910208a,0,910208a,Palmdale,0,0,
2019,121802b,7.3,121802b,Sun Valley,7.3,0,
2019,204700b,0,204700b,Boyle Heights,0,0,
2019,231600b,0,231600b,Vermont Square,0,0,
2019,404100b,0,404100b,Citrus,0,0,
2019,405203,0,405203,Baldwin Park,0,0,
2019,407801,0,407801,Valinda,0,0,
2019,430101a,0,430101a,Duarte,0,0,
2019,482402b,0,482402b,Rosemead,0,0,
2019,531901,0,531901,East Los Angeles,0,0,
2019,650003b,0,650003b,Torrance,0,0,
2019,702002a,0,702002a,Santa Monica,0,0,
2019,900201b,0,900201b,Lancaster,0,0,
2019,236100,7.2,236100,Baldwin Hills/Crenshaw,7.2,0,
2019,573403,0,573403,Signal Hill,0,0,
2019,137502b,7.1,137502b,Woodland Hills,7.1,0,
2019,143602,0,143602,Studio City,0,0,
2019,186403a,0,186403a,Glassell Park,0,0,
2019,219800b,0,219800b,West Adams,0,0,
2019,221110b,0,221110b,Pico-Union,0,0,
2019,231800a,0,231800a,Historic South-Central,0,0,
2019,320202b,0,320202b,San Fernando,0,0,
2019,402002,0,402002,Claremont,0,0,
2019,502602,0,502602,Pico Rivera,0,0,
2019,530006,0,530006,Montebello,0,0,
2019,531102a,0,531102a,East Los Angeles,0,0,
2019,553602,0,553602,Paramount,0,0,
2019,910813d,0,910813d,Agua Dulce,0,0,
2019,143700b,7,143700b,Hollywood Hills,7,0,
2019,143800b,0,143800b,Studio City,0,0,
2019,143902a,0,143902a,Sherman Oaks,0,0,
2019,204200a,0,204200a,Boyle Heights,0,0,
2019,215101b,0,215101b,Mid-Wilshire,0,0,
2019,237720b,0,237720b,Vermont Knolls,0,0,
2019,241110b,0,241110b,Broadway-Manchester,0,0,
2019,265700,0,265700,Westwood,0,0,
2019,402600a,0,402600a,Pomona,0,0,
2019,408133b,0,408133b,West Covina,0,0,
2019,408626b,0,408626b,Rowland Heights,0,0,
2019,601502,0,601502,Lennox,0,0,
2019,602402,0,602402,Hawthorne,2,5,
2019,602404,0,602404,Hawthorne,7,0,
2019,602505b,0,602505b,Hawthorne,0,0,
2019,602509b,0,602509b,Hawthorne,0,0,
2019,900507a,0,900507a,Lancaster,1,6,
2019,910502a,0,910502a,Palmdale,7,0,
2019,104620,6.9,104620,Pacoima,6.9,0,
2019,123510b,0,123510b,Valley Glen,0,0,
2019,123520,0,123520,Valley Glen,0,0,
2019,186404b,0,186404b,Glassell Park,0,0,
2019,190510b,0,190510b,East Hollywood,0,0,
2019,194402b,0,194402b,Beverly Grove,0,0,
2019,219300,0,219300,Jefferson Park,0,0,
2019,402405,0,402405,Pomona,0,0,
2019,501002b,0,501002b,West Whittier-Los Nietos,0,0,
2019,571300a,0,571300a,Lakewood,0,0,
2019,910202c,0,910202c,Northwest Palmdale,0,0,
2019,234902b,6.8,234902b,Hyde Park,6.8,0,
2019,406902b,0,406902b,West Puente Valley,0,0,
2019,434003a,0,434003a,Avocado Heights,0,0,
2019,501001b,0,501001b,Whittier,0,0,
2019,531604,0,531604,East Los Angeles,0,0,
2019,536200b,0,536200b,South Gate,0,0,
2019,555103,0,555103,Lakewood,0,0,
2019,650001b,0,650001b,Torrance,0,0,
2019,911001k,0,911001k,Littlerock,0,0,
2019,104821a,6.7,104821a,Pacoima,6.7,0,
2019,187102c,0,187102c,Glassell Park,0,0,
2019,201120,0,201120,El Sereno,0,0,
2019,213201b,0,213201b,Harvard Heights,0,0,
2019,276603a,0,276603a,Westchester/Playa,0,0,
2019,401701c,0,401701c,Pomona,0,0,
2019,407601,0,407601,La Puente,0,0,
2019,430721b,0,430721b,Arcadia,0,0,
2019,502301c,0,502301c,Santa Fe Springs,0,0,
2019,503602b,0,503602b,La Mirada,0,0,
2019,535804,0,535804,South Gate,0,0,
2019,553000,0,553000,Norwalk,0,0,
2019,900102a,0,900102a,Northeast Antelope Valley,0,0,
2019,920326a,0,920326a,Unincorporated Santa Susana Mountains,0,0,
2019,277100,6.69999999999999,277100,Westchester/Playa,6.69999999999999,0,
2019,228420b,6.6,228420b,Historic South-Central,6.6,0,
2019,238200,0,238200,Vermont Knolls,0,0,
2019,239310b,0,239310b,Florence,0,0,
2019,271801a,0,271801a,Palms,0,0,
2019,311300,0,311300,Burbank,0,0,
2019,554104b,0,554104b,Bellflower,0,0,
2019,554512a,0,554512a,Cerritos,0,0,
2019,910505b,0,910505b,Palmdale,0,0,
2019,127712b,6.5,127712b,Van Nuys,6.5,0,
2019,143500a,0,143500a,Studio City,0,0,
2019,143800a,0,143800a,Studio City,0,0,
2019,221601a,0,221601a,Adams-Normandie,0,0,
2019,408505b,0,408505b,Hacienda Heights,0,0,
2019,542105b,0,542105b,East Compton,0,0,
2019,800102a,0,800102a,Unincorporated Santa Monica Mountains,0,0,
2019,920037,0,920037,Santa Clarita,0,0,
2019,115103,6.4,115103,Northridge,6.4,0,
2019,123205a,0,123205a,North Hollywood,0,0,
2019,131300,0,131300,Reseda,0,0,
2019,201501,0,201501,El Sereno,0,0,
2019,208502a,0,208502a,Westlake,0,0,
2019,211802a,0,211802a,Koreatown,0,0,
2019,229420,0,229420,South Park,0,0,
2019,401201a,0,401201a,Glendora,0,0,
2019,408402b,0,408402b,Hacienda Heights,0,0,
2019,432201,0,432201,Rosemead,0,0,
2019,482201,0,482201,Monterey Park,0,0,
2019,500500,0,500500,Pico Rivera,0,0,
2019,503104,0,503104,South Whittier,0,0,
2019,531201b,0,531201b,East Los Angeles,0,0,
2019,554801a,0,554801a,Artesia,0,0,
2019,601700b,0,601700b,Inglewood,0,0,
2019,920035b,0,920035b,Santa Clarita,0,0,
2019,272202b,6.39999999999999,272202b,Mar Vista,6.39999999999999,0,
2019,101400b,6.3,101400b,Tujunga,6.3,0,
2019,123901b,0,123901b,North Hollywood,0,0,
2019,195400,0,195400,Silver Lake,0,0,
2019,211122b,0,211122b,Koreatown,0,0,
2019,217001b,0,217001b,South Robertson,0,0,
2019,231710b,0,231710b,Vermont Square,0,0,
2019,431400a,0,431400a,Mayflower Village,0,0,
2019,530202a,0,530202a,Montebello,0,0,
2019,552001,0,552001,Norwalk,0,0,
2019,185100c,6.2,185100c,Highland Park,6.2,0,
2019,189905b,0,189905b,Hollywood,0,0,
2019,191610a,0,191610a,East Hollywood,0,0,
2019,201200,0,201200,El Sereno,0,0,
2019,218701a,0,218701a,Arlington Heights,0,0,
2019,403317b,0,403317b,Pomona,0,0,
2019,404802,0,404802,Baldwin Park,0,0,
2019,408006,0,408006,West Covina,0,0,
2019,541606a,0,541606a,Compton,0,0,
2019,535501,6.19999999999999,535501,South Gate,6.19999999999999,0,
2019,123410,6.1,123410,Valley Glen,6.1,0,
2019,125401b,0,125401b,North Hollywood,0,0,
2019,125501a,0,125501a,North Hollywood,0,0,
2019,139600b,0,139600b,Encino,0,0,
2019,207103a,0,207103a,Chinatown,0,0,
2019,211701,0,211701,Windsor Square,0,0,
2019,433401a,0,433401a,El Monte,0,0,
2019,481902,0,481902,Alhambra,0,0,
2019,554406,0,554406,Bellflower,0,0,
2019,701304a,0,701304a,Santa Monica,0,0,
2019,900103b,0,900103b,Lake Los Angeles,0,0,
2019,910001a,0,910001a,Palmdale,0,0,
2019,920313a,0,920313a,Santa Clarita,0,0,
2019,104201,6,104201,Pacoima,6,0,
2019,119202a,0,119202a,Arleta,0,0,
2019,128500b,0,128500b,Van Nuys,0,0,
2019,189702,0,189702,Hollywood Hills,0,0,
2019,203500c,0,203500c,Boyle Heights,0,0,
2019,208401a,0,208401a,Westlake,0,0,
2019,212502a,0,212502a,Koreatown,0,0,
2019,212610b,0,212610b,Koreatown,0,0,
2019,267403a,0,267403a,West Los Angeles,0,0,
2019,267404,0,267404,West Los Angeles,0,0,
2019,291300a,0,291300a,Harbor Gateway North and South,0,0,
2019,296402,0,296402,San Pedro,0,0,
2019,403801c,0,403801c,Charter Oak,0,0,
2019,403801e,0,403801e,Charter Oak,0,0,
2019,432901,0,432901,Rosemead,0,0,
2019,500403c,0,500403c,North Whittier,0,0,
2019,543702a,0,543702a,Carson,0,0,
2019,550500a,0,550500a,Downey,0,0,
2019,600202,0,600202,Westmont/West Athens,0,0,
2019,603301,0,603301,Gardena,0,0,
2019,700501,0,700501,West Hollywood,0,0,
2019,701304pk,0,701304pk,Santa Monica,0,0,
2019,701502b,0,701502b,Santa Monica,0,0,
2019,910601c,0,910601c,Palmdale,0,0,
2019,910605b,0,910605b,Palmdale,0,0,
2019,186202b,5.9,186202b,Glassell Park,5.9,0,
2019,199000d,0,199000d,Lincoln Heights,0,0,
2019,203500b,0,203500b,Lincoln Heights,0,0,
2019,211310a,0,211310a,Koreatown,0,0,
2019,213202b,0,213202b,Harvard Heights,0,0,
2019,432401,0,432401,El Monte,0,0,
2019,482701b,0,482701b,Monterey Park,0,0,
2019,501200b,0,501200b,Whittier,0,0,
2019,544001a,0,544001a,Carson,0,0,
2019,573402a,0,573402a,Signal Hill,0,0,
2019,117407,5.8,117407,North Hills,5.8,0,
2019,123303b,0,123303b,Valley Glen,0,0,
2019,186404a,0,186404a,Glassell Park,0,0,
2019,189600a,0,189600a,Hollywood Hills,0,0,
2019,192620b,0,192620b,East Hollywood,0,0,
2019,195802b,0,195802b,Silver Lake,0,0,
2019,204300,0,204300,Boyle Heights,0,0,
2019,401202b,0,401202b,Glendora,0,0,
2019,408629,0,408629,Hacienda Heights,0,0,
2019,433504a,0,433504a,El Monte,0,0,
2019,481712,0,481712,Monterey Park,0,0,
2019,910403,0,910403,Palmdale,0,0,
2019,128602b,5.7,128602b,Sherman Oaks,5.7,0,
2019,137103,0,137103,Woodland Hills,0,0,
2019,183103b,0,183103b,Highland Park,0,0,
2019,183610b,0,183610b,Highland Park,0,0,
2019,190520,0,190520,East Hollywood,0,0,
2019,195500a,0,195500a,Silver Lake,0,0,
